('Total Revenue', '198,270,000', '198,270,000', '168,088,000', '143,015,000', '125,843,000')
         529436 function calls (509921 primitive calls) in 1.704 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:153(get)
      137    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
       22    0.000    0.000    0.000    0.000 _collections.py:155(__getitem__)
        1    0.000    0.000    0.003    0.003 models.py:3(<module>)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
      194    0.000    0.000    0.000    0.000 enum.py:753(value)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        1    0.000    0.000    0.629    0.629 connectionpool.py:351(_make_request)
       29    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       26    0.000    0.000    0.482    0.019 {method 'readline' of '_io.BufferedReader' objects}
       15    0.000    0.000    0.051    0.003 css_parser.py:308(__init__)
       38    0.000    0.000    0.000    0.000 element.py:274(get_text)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       24    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.475    0.475 client.py:309(begin)
        1    0.000    0.000    0.630    0.630 connectionpool.py:494(urlopen)
       16    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
        1    0.000    0.000    0.003    0.003 cookies.py:39(<module>)
        1    0.000    0.000    0.000    0.000 client.py:204(_read_headers)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        5    0.000    0.000    0.000    0.000 client.py:1212(putheader)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        1    0.000    0.000    0.025    0.025 client.py:1(<module>)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
       36    0.000    0.000    0.000    0.000 element.py:2278(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
       12    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       46    0.000    0.000    0.001    0.000 typing.py:802(__getitem__)
       16    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
       20    0.000    0.000    0.585    0.029 models.py:746(generate)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
       73    0.000    0.000    0.000    0.000 element.py:388(_last_descendant)
      202    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        3    0.000    0.000    0.000    0.000 socket.py:219(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       68    0.000    0.000    0.000    0.000 status_codes.py:111(doc)
        1    0.000    0.000    0.007    0.007 mbcsgroupprober.py:30(<module>)
       59    0.000    0.000    0.000    0.000 __init__.py:21(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.001    0.001 css_match.py:481(CSSMatch)
       31    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       47    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
      102    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.002    0.001 _collections.py:91(clear)
        1    0.000    0.000    0.003    0.003 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.001    0.001 adapters.py:3(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.187    0.187 __init__.py:2(<module>)
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
        1    0.000    0.000    0.001    0.001 sessions.py:3(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        7    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
      173    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.001    0.001 css_match.py:78(_DocumentNav)
       18    0.000    0.000    0.000    0.000 _collections.py:214(add)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        1    0.000    0.000    0.024    0.024 compat.py:3(<module>)
       21    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.029    0.029 ssl_.py:1(<module>)
      141    0.000    0.000    0.000    0.000 enum.py:748(name)
        1    0.000    0.000    0.014    0.014 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1258(_send_request)
       45    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
        1    0.000    0.000    0.065    0.065 dammit.py:2(<module>)
       25    0.000    0.000    0.000    0.000 parse.py:113(_coerce_args)
       63    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
      102    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
        1    0.000    0.000    0.000    0.000 response.py:193(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:121(put)
      165    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:569(from_httplib)
       17    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:746(create_module)
       16    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        1    0.000    0.000    0.473    0.473 client.py:276(_read_status)
        1    0.000    0.000    0.001    0.001 adapters.py:255(build_response)
        1    0.000    0.000    0.000    0.000 _collections.py:230(extend)
        2    0.000    0.000    0.000    0.000 client.py:415(close)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.178    0.178 element.py:2(<module>)
       95    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.074    0.074 ssl_.py:296(ssl_wrap_socket)
        1    0.000    0.000    0.007    0.007 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       14    0.000    0.000    0.023    0.002 css_parser.py:1156(process_selectors)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        2    0.000    0.000    0.000    0.000 url.py:330(parse_url)
        1    0.000    0.000    0.013    0.013 universaldetector.py:28(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.006    0.006 _htmlparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        7    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1164(create_module)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:140(__init__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
       25    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.004    0.004 sjisprober.py:28(<module>)
       95    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
       86    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       20    0.000    0.000    0.585    0.029 response.py:543(stream)
       27    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:596(__init__)
        1    0.000    0.000    0.001    0.001 client.py:222(parse_headers)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       38    0.000    0.000    0.000    0.000 element.py:293(<listcomp>)
        1    0.000    0.000    0.073    0.073 connection.py:33(create_connection)
       21    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       24    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       18    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.012    0.012 feedparser.py:5(<module>)
      161    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1596(make_cookies)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
       63    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.031    0.031 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7f1bfb966700}
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       79    0.000    0.000    0.000    0.000 element.py:1570(__eq__)
       76    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
        1    0.000    0.000    0.066    0.066 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        2    0.000    0.000    0.002    0.001 adapters.py:319(close)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.631    0.631 adapters.py:394(send)
        4    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       14    0.000    0.000    0.000    0.000 typing.py:496(__init__)
       37    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       10    0.000    0.000    0.001    0.000 enum.py:889(_missing_)
       54    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
        1    0.000    0.000    0.000    0.000 auth.py:3(<module>)
        1    0.000    0.000    0.000    0.000 response.py:72(__init__)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.004    0.004 util.py:1(<module>)
       24    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:167(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
      125    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1677(extract_cookies)
        7    0.000    0.000    0.000    0.000 sessions.py:49(merge_setting)
        7    0.000    0.000    0.000    0.000 element.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:1056(putrequest)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        3    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
       69    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.153    0.153 connectionpool.py:988(_validate_conn)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:73(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1258(__init__)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       95    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.021    0.021 socket.py:901(getaddrinfo)
        2    0.000    0.000    0.000    0.000 cookies.py:118(extract_cookies_to_jar)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 client.py:1253(request)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 socket.py:301(makefile)
       18    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.014    0.014 __init__.py:19(<module>)
       10    0.000    0.000    0.027    0.003 <frozen importlib._bootstrap>:881(_find_spec_legacy)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       50    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        5    0.000    0.000    0.002    0.000 six.py:91(__get__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.010    0.010 _policybase.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 utils.py:284(to_key_val_list)
        1    0.000    0.000    0.000    0.000 utils.py:450(_parse_content_type_header)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        1    0.000    0.000    0.056    0.056 ssl.py:1302(do_handshake)
       16    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        3    0.000    0.000    0.000    0.000 retry.py:161(__init__)
        1    0.000    0.000    0.000    0.000 models.py:355(prepare_url)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       34    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 response.py:356(_init_decoder)
        1    0.000    0.000    0.000    0.000 element.py:150(PageElement)
        1    0.000    0.000    0.000    0.000 ssl.py:324(_inet_paton)
        1    0.000    0.000    0.002    0.002 sessions.py:426(prepare_request)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        4    0.000    0.000    0.000    0.000 ssl.py:275(_dnsname_match)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        3    0.000    0.000    0.587    0.196 models.py:815(content)
       19    0.000    0.000    0.000    0.000 _collections.py:186(__iter__)
        1    0.000    0.000    0.005    0.005 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
       24    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.001    0.001 universaldetector.py:51(UniversalDetector)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 client.py:929(close)
        1    0.000    0.000    0.027    0.027 css_parser.py:328(__init__)
    34/13    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    1.221    1.221 sessions.py:466(request)
       23    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 response.py:401(_flush_decoder)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        3    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
        1    0.000    0.000    1.223    1.223 api.py:63(get)
        1    0.000    0.000    0.000    0.000 poolmanager.py:68(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:365(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:3(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:613(_load_backward_compatible)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1353(add_cookie_header)
       27    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    1.223    1.223 api.py:16(request)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.013    0.013 parser.py:5(<module>)
        1    0.000    0.000    0.138    0.138 _htmlparser.py:391(feed)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.001    0.001 utils.py:168(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:877(__init__)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1243(CookieJar)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 socks.py:2(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.000    0.000 ssl.py:1193(sendall)
        2    0.000    0.000    0.000    0.000 sessions.py:738(mount)
        1    0.000    0.000    0.000    0.000 ssl.py:371(match_hostname)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        8    0.000    0.000    0.000    0.000 parse.py:158(hostname)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        8    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        7    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
        1    0.000    0.000    0.000    0.000 client.py:772(HTTPConnection)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(__init__)
        9    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 element.py:1172(Tag)
       11    0.000    0.000    0.000    0.000 queue.py:20(_get)
       18    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:694(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.475    0.475 client.py:1304(getresponse)
        2    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
       23    0.000    0.000    0.000    0.000 queue.py:14(_qsize)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
        1    0.000    0.000    0.000    0.000 client.py:246(__init__)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 models.py:441(prepare_headers)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_decl)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 response.py:155(HTTPResponse)
        8    0.000    0.000    0.000    0.000 parse.py:198(_hostinfo)
       32    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:159(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:113(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ssl_.py:386(is_ipaddress)
        2    0.000    0.000    0.000    0.000 element.py:1551(__getattr__)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:952(_new_conn)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.002    0.002 sessions.py:733(close)
        2    0.000    0.000    0.000    0.000 six.py:585(itervalues)
        6    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:600(options)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:502(detach)
        4    0.000    0.000    0.000    0.000 timeout.py:95(__init__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
       19    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 ssl_.py:181(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 ssl.py:1120(getpeercert)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:66(__init__)
        1    0.000    0.000    0.000    0.000 client.py:820(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1166(send)
        1    0.000    0.000    0.000    0.000 tempfile.py:761(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.005    0.005 ssl.py:482(__new__)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        3    0.000    0.000    0.000    0.000 connection.py:117(host)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 ssl.py:596(options)
        1    0.000    0.000    0.001    0.001 sessions.py:690(merge_environment_settings)
